Name	Lat	Lng	SiteID	State	Type	Elevation
Lakefork Basin	40.73785	-110.62121	513	UT	SNTL	10885
Harris Flat	37.48997	-112.57602	514	UT	SNTL	7792
Harts Pass	48.72047	-120.6586	515	WA	SNTL	6490
Hawkins Lake	48.9723	-115.95337	516	MT	SNTL	6450
Hayden Fork	40.79669	-110.88472	517	UT	SNTL	9130
Heavenly Valley	38.92431	-119.91641	518	CA	SNTL	8534
Heber	34.31202	-110.75431	519	AZ	SNTL	7640
Hemlock Butte	46.48111	-115.63361	520	ID	SNTL	5810
Hewinta	40.95009	-110.48419	521	UT	SNTL	9500
Hickerson Park	40.90663	-109.96287	522	UT	SNTL	9122
High Ridge	45.69682	-118.10657	523	OR	SNTL	4920
Hilts Creek	44.01897	-113.4723	524	ID	SNTL	8000
Hobbs Park	42.86984	-109.09455	525	WY	SNTL	10100
Hogg Pass	44.42042	-121.85655	526	OR	SNTL	4790
Hole-in-Mountain	40.94168	-115.0954	527	NV	SNTL	8163
Hole-in-Rock	40.92167	-110.18623	528	UT	SNTL	9168
Holland Meadows	43.66917	-122.56877	529	OR	SNTL	4930
Hoodoo Basin	46.9751	-115.0349	530	MT	SNTL	6050
Hoosier Pass	39.36127	-106.05978	531	CO	SNTL	11400
Hopewell	36.71631	-106.26348	532	NM	SNTL	10000
Horse Ridge	41.31372	-111.44624	533	UT	SNTL	8199
Howell Canyon	42.32029	-113.61587	534	ID	SNTL	7980
Humboldt Gulch	47.53178	-115.77643	535	ID	SNTL	4250
Hyndman	43.71077	-114.15894	537	ID	SNTL	7620
Idarado	37.9339	-107.67552	538	CO	SNTL	9800
Independence Camp	39.45269	-120.29367	539	CA	SNTL	6980
Independence Creek	39.49001	-120.28226	540	CA	SNTL	6436
Independence Lake	39.42752	-120.31342	541	CA	SNTL	8338
Independence Pass	39.07539	-106.61169	542	CO	SNTL	10600
Indian Canyon	39.89166	-110.74604	543	UT	SNTL	9171
Indian Creek	42.30023	-110.67753	544	WY	SNTL	9425
Irish Taylor	43.80368	-121.94793	545	OR	SNTL	5540
Island Park	44.4203	-111.38512	546	ID	SNTL	6290
Ivanhoe	39.29202	-106.54923	547	CO	SNTL	10400
Jack Creek Upper	41.54675	-116.00517	548	NV	SNTL	7377
Jacks Peak	41.5136	-116.0117	549	NV	SNTL	8424
Jackson Peak	44.05092	-115.44322	550	ID	SNTL	7070
Joe Wright	40.53215	-105.887	551	CO	SNTL	10120
Jump Off Joe	44.38605	-122.16683	552	OR	SNTL	3520
June Lake	46.14778	-122.15413	553	WA	SNTL	3440
Kelley R.S.	42.26554	-110.80177	554	WY	SNTL	8180
Kendall R.S.	43.2493	-110.01662	555	WY	SNTL	7740
Kiln	39.31724	-106.61453	556	CO	SNTL	9600
Kimberly Mine	38.48383	-112.39273	557	UT	SNTL	9101
King Mountain	42.72395	-123.20037	558	OR	SNTL	4340
Kings Cabin	40.71632	-109.54401	559	UT	SNTL	8728
Kirwin	43.86067	-109.32163	560	WY	SNTL	9550
Kolob	37.52664	-113.05386	561	UT	SNTL	9263
Kraft Creek	47.42749	-113.77515	562	MT	SNTL	4750
Lake Creek R.S.	44.21007	-118.63752	563	OR	SNTL	5240
Lake Eldora	39.93678	-105.58956	564	CO	SNTL	9700
Lake Irene	40.41432	-105.8198	565	CO	SNTL	10700
Lakefork #1	40.59709	-110.43316	566	UT	SNTL	10128
Lakeview Ridge	44.58907	-111.82498	568	MT	SNTL	7400
Lamance Creek	41.51542	-117.63197	569	NV	SNTL	6395
Lamoille #3	40.6448	-115.3812	570	NV	SNTL	8051
Laprele Creek	42.43583	-105.86083	571	WY	SNTL	8375
Lasal Mountain	38.48226	-109.27198	572	UT	SNTL	9578
Laurel Draw	41.77637	-116.02957	573	NV	SNTL	6682
Leavitt Lake	38.27594	-119.61281	574	CA	SNTL	9604
Leavitt Meadows	38.30367	-119.55111	575	CA	SNTL	7198
Lemhi Ridge	44.9938	-113.44399	576	MT	SNTL	8100
Lewis Lake Divide	44.20862	-110.66628	577	WY	SNTL	7850
Lick Creek	45.5041	-110.96625	578	MT	SNTL	6860
Lily Lake	40.86493	-110.79813	579	UT	SNTL	9133
Lily Pond	37.37929	-106.54835	580	CO	SNTL	11000
Little Bear	41.40562	-111.82607	582	UT	SNTL	6548
Little Grassy	37.48631	-113.84582	583	UT	SNTL	6065
Little Meadows	44.61297	-122.22565	584	OR	SNTL	4020
Little Warm	43.50278	-109.752	585	WY	SNTL	9370
Lizard Head Pass	37.79926	-107.92426	586	CO	SNTL	10200
Lobdell Lake	38.43745	-119.36572	587	CA	SNTL	9249
Lolo Pass	46.63448	-114.58072	588	ID	SNTL	5240
Lone Cone	37.89183	-108.19544	589	CO	SNTL	9600
Lone Mountain	45.27412	-111.42692	590	MT	SNTL	8880
Lone Pine	46.27143	-121.96288	591	WA	SNTL	3930
Long Flat	37.51255	-113.39661	592	UT	SNTL	7982
Long Valley Jct	37.48756	-112.51458	593	UT	SNTL	7465
Lookout	47.45749	-115.70457	594	ID	SNTL	5190
Lookout Mountain	33.36027	-107.83122	595	NM	SNTL	8500
Lookout Peak	40.83731	-111.70965	596	UT	SNTL	8161
Loomis Park	43.17387	-110.14007	597	WY	SNTL	8240
Lost Horse	46.3575	-121.08095	599	WA	SNTL	5120
Lost Lake	47.0809	-115.9604	600	ID	SNTL	6110
Lost-Wood Divide	43.82432	-114.26402	601	ID	SNTL	7900
Loveland Basin	39.67433	-105.90133	602	CO	SNTL	11400
Lower Twin	45.50871	-111.92288	603	MT	SNTL	7900
Lubrecht Flume	46.88293	-113.32228	604	MT	SNTL	4680
Lucky Strike	45.27478	-118.8479	605	OR	SNTL	4970
Lyman Lake	48.19798	-120.91678	606	WA	SNTL	5980
Lynx Pass	40.07806	-106.67028	607	CO	SNTL	8880
Madison Butte	45.10513	-119.49585	608	OR	SNTL	5150
Madison Plateau	44.58623	-111.11627	609	MT	SNTL	7750
Magic Mountain	42.18072	-114.28662	610	ID	SNTL	6880
Mammoth-Cottonwood	39.68338	-111.31818	612	UT	SNTL	8709
Many Glacier	48.79698	-113.6705	613	MT	SNTL	4900
Marion Forks	44.59397	-121.97365	614	OR	SNTL	2590
Marlette Lake	39.16395	-119.89672	615	NV	SNTL	7884
Marquette	44.3016	-109.24019	616	WY	SNTL	8760
Maverick Fork	33.92121	-109.45881	617	AZ	SNTL	9200
Mc Clure Pass	39.12897	-107.28806	618	CO	SNTL	9500
Mckenzie	44.2103	-121.87292	619	OR	SNTL	4770
Meadow Lake	44.43655	-113.31815	620	ID	SNTL	9150
Merchant Valley	38.30285	-112.43637	621	UT	SNTL	8705
Mesa Lakes	39.05831	-108.05835	622	CO	SNTL	10000
Mica Creek	47.15045	-116.26643	623	ID	SNTL	4510
Middle Creek	37.61978	-107.03482	624	CO	SNTL	11250
Middle Powder	43.62728	-107.18138	625	WY	SNTL	7760
Midway Valley	37.56933	-112.83849	626	UT	SNTL	9827
Mill Creek Summit	44.47212	-114.48992	627	ID	SNTL	8800
Mill-D North	40.65883	-111.63683	628	UT	SNTL	8963
Mineral Creek	37.84747	-107.72657	629	CO	SNTL	10040
Mining Fork	40.49384	-112.61141	631	UT	SNTL	8295
Molas Lake	37.74932	-107.68866	632	CO	SNTL	10500
Monitor Pass	38.6683	-119.6087	633	CA	SNTL	8306
Monte Cristo	41.46547	-111.49688	634	UT	SNTL	8932
Monument Peak	45.21759	-110.237	635	MT	SNTL	8850
Moonshine	44.4147	-113.39812	636	ID	SNTL	7440
Mores Creek Summit	43.932	-115.66588	637	ID	SNTL	6100
Moose Creek	45.67008	-113.95315	638	ID	SNTL	6200
Morgan Creek	44.84237	-114.26871	639	ID	SNTL	7600
Mormon Mountain	34.94109	-111.51849	640	AZ	SNTL	7500
Frostbite Bottom	61.74722	-149.2688	641	AK	SNTL	2700
Morse Lake	46.90585	-121.4827	642	WA	SNTL	5410
Mosby Mtn.	40.60798	-109.8881	643	UT	SNTL	9553
Moses Mtn	48.36163	-119.08159	644	WA	SNTL	5010
Mosquito Ridge	48.05726	-116.23055	645	ID	SNTL	5260
Moss Peak	47.68493	-113.9623	646	MT	SNTL	6780
Moss Springs	45.27173	-117.68747	647	OR	SNTL	5760
Mount Crag	47.7637	-123.026	648	WA	SNTL	3960
Mount Lockhart	47.91727	-112.8238	649	MT	SNTL	6400
Mountain Meadows	45.69694	-115.22972	650	ID	SNTL	6320
Mt Hood Test Site	45.32097	-121.7158	651	OR	SNTL	5370
Mt Rose Ski Area	39.31573	-119.89473	652	NV	SNTL	8801
Mt. Howard	45.26522	-117.17373	653	OR	SNTL	7910
Mud Flat	42.6004	-116.55925	654	ID	SNTL	5730
Mud Ridge	45.25362	-121.73673	655	OR	SNTL	4070
Mule Creek	45.40957	-112.95927	656	MT	SNTL	8300
N Fk Elk Creek	46.8716	-113.27725	657	MT	SNTL	6250
Nast Lake	39.29722	-106.60694	658	CO	SNTL	8700
New Crescent Lake	43.51185	-121.97982	660	OR	SNTL	4910
New Fork Lake	43.11265	-109.94947	661	WY	SNTL	8340
Nez Perce Camp	45.73107	-114.48075	662	MT	SNTL	5650
Niwot	40.03523	-105.54426	663	CO	SNTL	9910
Noisy Basin	48.15678	-113.94637	664	MT	SNTL	6040
North Costilla	36.99378	-105.25963	665	NM	SNTL	10600
North Fork	45.5505	-122.00283	666	OR	SNTL	3060
North Fork Jocko	47.2726	-113.75617	667	MT	SNTL	6330
North French Creek	41.3308	-106.37555	668	WY	SNTL	10130
North Lost Trail	39.07813	-107.14389	669	CO	SNTL	9200
Northeast Entrance	45.00565	-110.01406	670	MT	SNTL	7350
Ochoco Meadows	44.42917	-120.3311	671	OR	SNTL	5430
Olallie Meadows	47.37406	-121.44213	672	WA	SNTL	4030
Old Battle	41.15397	-106.96937	673	WY	SNTL	10000
Overland Res.	39.09056	-107.63472	675	CO	SNTL	9840
Owl Creek	43.65868	-109.00988	676	WY	SNTL	8975
Oxford Spring	42.26015	-112.12515	677	ID	SNTL	6740
Paradise	46.78265	-121.74765	679	WA	SNTL	5130
Park Cone	38.81996	-106.58974	680	CO	SNTL	9600
Park Creek Ridge	48.44488	-120.91551	681	WA	SNTL	4600
Park Reservoir	39.04644	-107.87414	682	CO	SNTL	9960
Parker Peak	44.73396	-109.91484	683	WY	SNTL	9400
Parleys Summit	40.76184	-111.62917	684	UT	SNTL	7585
Payson R.S.	39.92976	-111.63109	686	UT	SNTL	8044
Peavine Ridge	45.04148	-121.93252	687	OR	SNTL	3420
Phantom Valley	40.39937	-105.84757	688	CO	SNTL	9030
Phillips Bench	43.51687	-110.91258	689	WY	SNTL	8200
Pickfoot Creek	46.57978	-111.26832	690	MT	SNTL	6650
Pickle Keg	39.01219	-111.58259	691	UT	SNTL	9020
Pigtail Peak	46.62153	-121.38643	692	WA	SNTL	5800
Pike Creek	48.30305	-113.32868	693	MT	SNTL	5930
Pine Creek	38.88185	-112.24915	694	UT	SNTL	8734
Pine Creek Pass	43.56998	-111.21157	695	ID	SNTL	6720
Placer Basin	45.41905	-110.08844	696	MT	SNTL	8830
Poison Flat	38.50576	-119.62624	697	CA	SNTL	7736
Pole Creek R.S.	41.87255	-115.24713	698	NV	SNTL	8360
Pope Ridge	47.9909	-120.56622	699	WA	SNTL	3590
Porcupine	46.11192	-110.4696	700	MT	SNTL	6500
Porphyry Creek	38.48884	-106.33965	701	CO	SNTL	10760
Potato Hill	46.34963	-121.51435	702	WA	SNTL	4510
Powder River Pass	44.16188	-107.12622	703	WY	SNTL	9480
Prairie	43.50513	-115.573	704	ID	SNTL	4800
Promontory	34.36824	-111.01084	705	AZ	SNTL	7930
Quartz Mountain	42.31923	-120.82533	706	OR	SNTL	5720
Quartz Peak	47.87927	-117.08938	707	WA	SNTL	4700
Quemazon	35.92244	-106.39203	708	NM	SNTL	9500
Rabbit Ears	40.36783	-106.74038	709	CO	SNTL	9400
Railroad Overpass	43.65887	-122.21272	710	OR	SNTL	2680
Rainy Pass	48.51865	-120.7358	711	WA	SNTL	4890
Red Hill	45.4643	-121.70428	712	OR	SNTL	4410
Red Mountain Pass	37.8918	-107.71342	713	CO	SNTL	11200
Red Pine Ridge	39.45197	-111.27221	714	UT	SNTL	8988
Red River Pass #2	36.69925	-105.34125	715	NM	SNTL	9850
Reno Hill	42.57111	-106.08889	716	WY	SNTL	8400
Ripple Creek	40.10812	-107.29411	717	CO	SNTL	10340
Roach	40.87502	-106.04603	718	CO	SNTL	9700
Roaring River	43.90098	-122.03063	719	OR	SNTL	4950
Rock Creek	40.54875	-110.69292	720	UT	SNTL	7886
Rock Springs	44.00883	-118.83842	721	OR	SNTL	5290
Rocker Peak	46.35613	-112.26176	722	MT	SNTL	8000
Rocky Basin-Settleme	40.44293	-112.22377	723	UT	SNTL	8704
Rubicon #2	38.99927	-120.13139	724	CA	SNTL	7619
S Fork Shields	46.0896	-110.43363	725	MT	SNTL	8100
Saddle Mountain	45.54477	-123.37315	726	OR	SNTL	3110
Saddle Mtn.	45.69259	-113.96828	727	MT	SNTL	7940
Salmon Meadows	48.65518	-119.8383	728	WA	SNTL	4460
Salt Creek Falls	43.61193	-122.11758	729	OR	SNTL	4220
Salt River Summit	42.5075	-110.9099	730	WY	SNTL	7640
Sand Lake	41.46257	-106.28107	731	WY	SNTL	10050
Sandstone RS	41.11172	-107.1706	732	WY	SNTL	8150
Santiam Jct.	44.43503	-121.94502	733	OR	SNTL	3740
Sasse Ridge	47.38485	-121.06323	734	WA	SNTL	4340
Savage Pass	46.46633	-114.63333	735	ID	SNTL	6190
Schneider Meadows	45.00107	-117.16522	736	OR	SNTL	5400
Schofield Pass	39.01522	-107.04877	737	CO	SNTL	10700
Schweitzer Basin	48.37428	-116.63917	738	ID	SNTL	6090
Scotch Creek	37.64556	-108.00786	739	CO	SNTL	9100
Secesh Summit	45.18848	-115.97152	740	ID	SNTL	6540
Sedgwick Peak	42.52497	-111.95635	741	ID	SNTL	7850
Seeley Creek	39.31042	-111.43297	742	UT	SNTL	9904
Seine Creek	45.52688	-123.29857	743	OR	SNTL	2060
Senorita Divide #2	36.00198	-106.83348	744	NM	SNTL	8600
Sevenmile Marsh	42.69825	-122.14165	745	OR	SNTL	5700
Seventysix Creek	41.73732	-115.47215	746	NV	SNTL	7350
Shanghi Summit	46.56603	-115.74216	747	ID	SNTL	4600
Sheep Canyon	46.19325	-122.25393	748	WA	SNTL	3990
Sheep Mtn.	43.2103	-111.68792	749	ID	SNTL	6650
Sheldon	41.90435	-119.44464	750	NV	SNTL	5865
Shell Creek	44.50012	-107.42947	751	WY	SNTL	9580
Sherwin	46.95028	-116.33972	752	ID	SNTL	3200
Short Creek	44.97572	-111.95215	753	MT	SNTL	7000
Shower Falls	45.40125	-110.95758	754	MT	SNTL	8100
Signal Peak	32.92401	-108.14538	755	NM	SNTL	8360
Silver Creek	42.95615	-121.18123	756	OR	SNTL	5740
Silver Creek Divide	33.37106	-108.70618	757	NM	SNTL	9000
Silvies	42.75333	-118.68785	759	OR	SNTL	6990
Skalkaho Summit	46.24212	-113.7725	760	MT	SNTL	7250
Slug Creek Divide	42.56248	-111.29797	761	ID	SNTL	7225
Slumgullion	37.9908	-107.20327	762	CO	SNTL	11560
Smith  Morehouse	40.78931	-111.09192	763	UT	SNTL	7631
Snake River Station	44.13361	-110.66917	764	WY	SNTL	6920
Snider Basin	42.4949	-110.53203	765	WY	SNTL	8060
Snowbird	40.56914	-111.65852	766	UT	SNTL	9177
Snow Mountain	43.94885	-119.54013	767	OR	SNTL	6230
Soldier R.S.	43.48407	-114.82692	769	ID	SNTL	5740
Somsen Ranch	42.95275	-111.35933	770	ID	SNTL	6800
Sonora Pass	38.31021	-119.6003	771	CA	SNTL	8770
South Brush Creek	41.32943	-106.50248	772	WY	SNTL	8440
South Colony	37.96811	-105.53787	773	CO	SNTL	10800
South Mtn.	42.76478	-116.90037	774	ID	SNTL	6500
South Pass	42.57317	-108.84325	775	WY	SNTL	9040
Spencer Meadow	46.1795	-121.92661	776	WA	SNTL	3400
Spirit Lake	46.26113	-122.1772	777	WA	SNTL	3520
Spratt Creek	38.66627	-119.81741	778	CA	SNTL	6063
Spring Creek Divide	42.52516	-110.66148	779	WY	SNTL	9000
Spud Mountain	37.69866	-107.77715	780	CO	SNTL	10660
Spur Park	46.77962	-110.62165	781	MT	SNTL	8100
Squaw Flat	44.77091	-116.24805	782	ID	SNTL	6240
Sleeping Woman	47.17902	-114.33368	783	MT	SNTL	6150
Squaw Valley G.C.	39.18986	-120.26576	784	CA	SNTL	8013
McGrath	62.94652	-155.6102	785	AK	SNTL	340
St. Lawrence Alt	43.03313	-109.17025	786	WY	SNTL	8620
Stahl Peak	48.90902	-114.86298	787	MT	SNTL	6030
Stampede Pass	47.27427	-121.34162	788	WA	SNTL	3850
Starr Ridge	44.26423	-119.02162	789	OR	SNTL	5250
Steel Creek Park	40.90862	-110.50462	790	UT	SNTL	10158
Stevens Pass	47.74607	-121.09288	791	WA	SNTL	3950
Stickney Mill	43.86117	-114.20902	792	ID	SNTL	7430
Stillwater Creek	40.22543	-105.91977	793	CO	SNTL	8720
Strawberry	42.12587	-120.8361	794	OR	SNTL	5770
Strawberry Divide	40.16483	-111.20665	795	UT	SNTL	8123
Stump Lakes	37.47621	-107.63295	797	CO	SNTL	11200
Sucker Creek	44.7225	-107.40033	798	WY	SNTL	8880
Summer Rim	42.6957	-120.80158	800	OR	SNTL	7080
Summit Lake	43.44907	-122.13808	801	OR	SNTL	5610
Summit Ranch	39.71796	-106.15802	802	CO	SNTL	9400
Sunset	47.55545	-115.82422	803	ID	SNTL	5540
Surprise Lakes	46.09497	-121.76345	804	WA	SNTL	4290
Swede Peak	43.626	-113.96887	805	ID	SNTL	7640
Sylvan Lake	44.47764	-110.15651	806	WY	SNTL	8420
Sylvan Road	44.47825	-110.03808	807	WY	SNTL	7120
Tahoe City Cross	39.17162	-120.15362	809	CA	SNTL	6797
Taylor Butte	42.69108	-121.42592	810	OR	SNTL	5030
Taylor Canyon	41.2287	-116.0293	811	NV	SNTL	6325
Taylor Green	45.07707	-117.55067	812	OR	SNTL	5740
Tepee Creek	44.78562	-111.71	813	MT	SNTL	8000
Thaynes Canyon	40.6235	-111.53322	814	UT	SNTL	9230
Three Creeks Meadow	44.14425	-121.64095	815	OR	SNTL	5690
Thumb Divide	44.36917	-110.57717	816	WY	SNTL	7980
Thunder Basin	48.52753	-120.9895	817	WA	SNTL	4320
Tie Creek	44.81243	-107.41017	818	WY	SNTL	6870
Timber Creek	44.0274	-109.17879	819	WY	SNTL	7950
Timpanogos Divide	40.42817	-111.61633	820	UT	SNTL	8140
Tipton	44.65567	-118.42617	821	OR	SNTL	5150
Togwotee Pass	43.74902	-110.0578	822	WY	SNTL	9580
Tony Grove Lake	41.89833	-111.62957	823	UT	SNTL	8474
Touchet	46.11868	-117.8505	824	WA	SNTL	5530
Tower	40.53743	-106.6768	825	CO	SNTL	10500
Townsend Creek	42.69525	-108.89572	826	WY	SNTL	8700
Trapper Lake	39.99884	-107.2362	827	CO	SNTL	9700
Trial Lake	40.678	-110.94873	828	UT	SNTL	9992
Trinchera	37.35328	-105.23233	829	CO	SNTL	10860
Trinity Mtn.	43.62903	-115.43818	830	ID	SNTL	7770
Triple Peak	42.76393	-110.5914	831	WY	SNTL	8500
Trough	47.23328	-120.29412	832	WA	SNTL	5480
Trout Creek	40.739	-109.6728	833	UT	SNTL	9518
Truckee #2	39.30087	-120.18407	834	CA	SNTL	6509
Twelvemile Creek	46.14287	-114.44755	835	MT	SNTL	5600
Twin Lakes	46.1438	-114.5056	836	MT	SNTL	6400
Two Ocean Plateau	44.15178	-110.22122	837	WY	SNTL	9240
University Camp	40.03279	-105.57615	838	CO	SNTL	10300
Upper Rio Grande	37.72194	-107.26015	839	CO	SNTL	9400
Upper San Juan	37.48576	-106.83535	840	CO	SNTL	10200
Upper Wheeler	47.28734	-120.37015	841	WA	SNTL	4330
Vail Mountain	39.61676	-106.38006	842	CO	SNTL	10300
Vallecito	37.4851	-107.5068	843	CO	SNTL	10880
Vernon Creek	39.93667	-112.41478	844	UT	SNTL	7401
Vienna Mine	43.79942	-114.85273	845	ID	SNTL	8960
Virginia Lakes Ridge	38.07298	-119.23433	846	CA	SNTL	9400
Waldron	47.91998	-112.79087	847	MT	SNTL	5600
Ward Creek #3	39.13545	-120.21865	848	CA	SNTL	6745
Ward Mountain	39.13242	-114.95575	849	NV	SNTL	9163
Warm Springs	46.27368	-113.164	850	MT	SNTL	7800
Webber Springs	41.15946	-106.92714	852	WY	SNTL	9250
Webster Flat	37.575	-112.90155	853	UT	SNTL	9203
Wesner Springs	35.77556	-105.5425	854	NM	SNTL	11120
West Branch	45.0722	-116.45413	855	ID	SNTL	5560
Parleys Upper	40.70194	-111.60619	856	UT	SNTL	8353
Whiskey Ck	37.21411	-105.12245	857	CO	SNTL	10220
Whiskey Creek	44.61088	-111.14998	858	MT	SNTL	6800
Whiskey Park	41.00289	-106.90848	859	WY	SNTL	8950
White Elephant	44.53267	-111.41085	860	ID	SNTL	7710
White Horse Lake	35.14202	-112.14915	861	AZ	SNTL	7180
White Mill	45.04575	-109.90987	862	MT	SNTL	8700
White Pass E.S.	46.64142	-121.38153	863	WA	SNTL	4440
White River #1	39.9645	-110.98845	864	UT	SNTL	8641
Widtsoe #3	37.83633	-111.88163	865	UT	SNTL	9640
Wildcat	33.75835	-109.47973	866	AZ	SNTL	7850
Wildhorse Divide	42.75743	-112.47783	867	ID	SNTL	6490
Willow Creek	42.81513	-110.83515	868	WY	SNTL	8080
Willow Creek Pass	40.34703	-106.09433	869	CO	SNTL	9540
Willow Park	40.43254	-105.73337	870	CO	SNTL	10700
Wilson Creek	42.01257	-115.00278	871	ID	SNTL	7120
Windy Peak	42.2802	-105.57816	872	WY	SNTL	7900
Wolf Creek	45.06703	-118.15192	873	OR	SNTL	5630
Wolf Creek Summit	37.47922	-106.8017	874	CO	SNTL	11000
Wolverine	44.80417	-109.657	875	WY	SNTL	7650
Wood Creek	47.44847	-112.81428	876	MT	SNTL	5960
Workman Creek	33.81242	-110.91773	877	AZ	SNTL	6900
Younts Peak	43.93225	-109.81775	878	WY	SNTL	8350
Tizer Basin	46.34937	-111.85308	893	MT	SNTL	6880
Chocolate Gulch	43.7685	-114.41812	895	ID	SNTL	6310
Hardscrabble	40.86833	-111.71865	896	UT	SNTL	7250
Meadows Pass	47.28312	-121.47197	897	WA	SNTL	3230
Mount Gardner	47.35768	-121.56812	898	WA	SNTL	2920
Tinkham Creek	47.33198	-121.46975	899	WA	SNTL	2990
Stuart Mountain	46.99523	-113.92664	901	MT	SNTL	7400
Beaver Head	33.69144	-109.21657	902	AZ	SNTL	7990
Nevada Ridge	46.84234	-112.50787	903	MT	SNTL	7020
Columbus Basin	37.44147	-108.02445	904	CO	SNTL	10785
Mancos	37.43087	-108.16954	905	CO	SNTL	10000
Dry Fork	40.56533	-112.17343	906	UT	SNTL	7093
Agua Canyon	37.52217	-112.27118	907	UT	SNTL	8900
Alpine Meadows	47.77957	-121.69847	908	WA	SNTL	3500
Wells Creek	48.8661	-121.78976	909	WA	SNTL	4030
Elbow Lake	48.69092	-121.90893	910	WA	SNTL	3040
Rex River	47.30218	-121.60475	911	WA	SNTL	3810
Skookum Creek	47.68433	-121.61007	912	WA	SNTL	3310
Buffalo Park	40.22861	-106.59528	913	CO	SNTL	9240
Medano Pass	37.85164	-105.43614	914	CO	SNTL	9649
Schwartz Lake	44.84618	-113.83732	915	ID	SNTL	8630
Albro Lake	45.59723	-111.95902	916	MT	SNTL	8300
Rocky Boy	48.17478	-109.64728	917	MT	SNTL	4700
Garver Creek	48.97523	-115.81915	918	MT	SNTL	4250
Daisy Peak	46.66858	-110.33022	919	MT	SNTL	7600
North Rapid Creek	44.20617	-103.78758	920	SD	SNTL	6130
Elk Cabin	35.7043	-105.80675	921	NM	SNTL	8210
Santa Fe	35.76694	-105.78333	922	NM	SNTL	11445
Deer Park	42.59076	-108.90273	923	WY	SNTL	9700
West Yellowstone	44.65866	-111.09199	924	MT	SNTL	6700
South Fork Bull Run	45.44575	-122.03125	925	OR	SNTL	2690
Smiley Mountain	43.72718	-113.83402	926	ID	SNTL	9520
Snowslide Canyon	35.3416	-111.65058	927	AZ	SNTL	9730
Huckleberry Creek	47.06565	-121.58778	928	WA	SNTL	2250
Sacajawea	45.87395	-110.92783	929	MT	SNTL	6550
Peterson Meadows	46.12588	-113.30792	930	MT	SNTL	7200
Big Goose	44.57924	-107.20068	931	WY	SNTL	7990
Poorman Creek	48.12672	-115.62333	932	MT	SNTL	5100
Rice Park	35.23333	-108.26667	933	NM	SNTL	8460
Tolby	36.47493	-105.19468	934	NM	SNTL	10180
Jackwhacker Gulch	39.56667	-105.8	935	CO	SNTL	10960
Echo Lake	39.65627	-105.59345	936	CO	SNTL	10600
Michigan Creek	39.43577	-105.91078	937	CO	SNTL	10600
Buckskin Joe	39.3035	-106.11307	938	CO	SNTL	11150
Rough And Tumble	39.03333	-106.08333	939	CO	SNTL	10360
Lost Dog	40.81588	-106.74835	940	CO	SNTL	9320
Mowich	46.92833	-121.95232	941	WA	SNTL	3160
Burnt Mountain	47.0444	-121.94032	942	WA	SNTL	4170
Dungeness	47.87224	-123.0788	943	WA	SNTL	4010
Gunsight Pass	43.38332	-109.87815	944	WY	SNTL	9820
Gerber Reservoir	42.2062	-121.1334	945	OR	SNTL	4890
Indian Pass	61.06767	-149.4795	946	AK	SNTL	2350
Little Chena Ridge	65.12422	-146.7339	947	AK	SNTL	2000
Mt. Ryan	65.25113	-146.15133	948	AK	SNTL	2800
Monument Creek	65.07833	-145.87067	949	AK	SNTL	1850
Munson Ridge	64.85033	-146.20945	950	AK	SNTL	3100
Teuchet Creek	64.94583	-145.51667	951	AK	SNTL	1640
Upper Chena	65.1	-144.93317	952	AK	SNTL	2850
Turnagain Pass	60.78043	-149.18325	954	AK	SNTL	1880
Summit Creek	60.61713	-149.53128	955	AK	SNTL	1400
Grandview	60.60832	-149.06313	956	AK	SNTL	1100
Atigun Pass	68.12983	-149.47817	957	AK	SNTL	4800
Coldfoot	67.25333	-150.183	958	AK	SNTL	1040
Cooper Lake	60.39027	-149.6936	959	AK	SNTL	1200
Eagle Summit	65.48588	-145.41212	960	AK	SNTL	3650
Fort Yukon	66.5705	-145.24553	961	AK	SNTL	430
Gobblers Knob	66.745	-150.6675	962	AK	SNTL	2030
Granite Crk	63.94382	-145.39993	963	AK	SNTL	1240
Grouse Creek Divide	60.25965	-149.34228	964	AK	SNTL	700
Kenai Moose Pens	60.727	-150.47517	966	AK	SNTL	300
Susitna Valley High	62.13333	-150.04167	967	AK	SNTL	375
Imnaviat Creek	68.61683	-149.30017	968	AK	SNTL	3050
Happy Jack	34.74598	-111.41207	969	AZ	SNTL	7630
Jones Pass	39.7645	-105.90623	970	CO	SNTL	10400
Parrish Creek	40.93417	-111.81372	971	UT	SNTL	7740
Louis Meadow	40.83033	-111.76457	972	UT	SNTL	6700
Rocky Point	64.53482	-163.4214	973	AK	SNTL	250
Waterhole	47.94485	-123.42594	974	WA	SNTL	5010
Swamp Creek	48.57142	-120.78267	975	WA	SNTL	3930
Crowder Flat	41.89318	-120.75202	977	CA	SNTL	5170
Bogus Basin	43.76377	-116.09685	978	ID	SNTL	6340
Van Wyck	44.37665	-116.3366	979	ID	SNTL	4920
Burnt Mtn	45.2401	-109.45961	981	MT	SNTL	5880
Cole Canyon	44.48632	-104.41057	982	WY	SNTL	5910
Clayton Springs	37.9725	-111.83355	983	UT	SNTL	10049
Spruce Springs	46.18287	-117.54155	984	WA	SNTL	5700
Sourdough Gulch	46.23718	-117.39438	985	WA	SNTL	4000
Pargon Creek	64.9935	-163.10317	986	AK	SNTL	100
